,cc_mean_vote_share,dgm_mean_vote_share,pdal_mean_vote_share,ssp_mean_vote_share,cc_win_probability,dgm_win_probability,pdal_win_probability,ssp_win_probability
2024-04-29,0.2665729232097335,0.24468783568389443,0.3897955401614732,0.07899315474969437,0.007,0.00425,0.98875,0.0
2024-04-28,0.2694912215907453,0.24202230450436277,0.3900591110470218,0.0788893384810958,0.0075,0.00325,0.98925,0.0
2024-04-27,0.27367150780221833,0.24821703125814867,0.380515484423068,0.07851023357582136,0.0115,0.00575,0.98275,0.0
2024-04-26,0.28801129808577103,0.24560281363265712,0.36931290564373703,0.07840034191983193,0.05425,0.0055,0.94025,0.0
2024-04-25,0.2803913743598834,0.25379772348362145,0.36940016640654494,0.07816821418081771,0.0285,0.0085,0.963,0.0
2024-04-24,0.2950742501621445,0.2530210711377118,0.3555552832871119,0.07846547107480693,0.1945,0.0105,0.795,0.0
2024-04-23,0.29964261636555695,0.25866053868284333,0.34720511906649554,0.07717687615211496,0.40625,0.0125,0.58125,0.0
2024-04-22,0.2971848157157249,0.2548699149675878,0.3544304853199945,0.07666284133046855,0.23325,0.006,0.76075,0.0
2024-04-21,0.2966552791442207,0.25241641375862217,0.3582911853091404,0.07623506044947606,0.1665,0.004,0.8295,0.0
2024-04-20,0.30149439122245375,0.2465326195102356,0.3604810659340928,0.07556708130846153,0.255,0.00225,0.74275,0.0
2024-04-19,0.3025385707930026,0.24842949871330877,0.3575582949808738,0.07590414546219539,0.33475,0.003,0.66225,0.0
2024-04-18,0.30376225855476274,0.23895633044428927,0.3667800029006529,0.07538832501061357,0.20475,0.00075,0.7945,0.0
2024-04-17,0.2879916220553624,0.24287311449538557,0.3790985213403789,0.07532695599197722,0.017,0.0015,0.9815,0.0
2024-04-16,0.28351874298039564,0.2440450606031681,0.38226490808293057,0.07580649081562345,0.0095,0.001,0.9895,0.0
2024-04-15,0.28722338386282353,0.23984166096701107,0.38288716551615043,0.0760561426574157,0.01175,0.0005,0.98775,0.0
2024-04-14,0.28552140361365014,0.24648589441401764,0.37894936541637114,0.07550913012208187,0.01025,0.00125,0.9885,0.0
2024-04-13,0.2711764637696713,0.24798415082227881,0.392023117068976,0.07566687139348761,0.002,0.00125,0.99675,0.0
2024-04-12,0.26824770730568953,0.2521754491039536,0.3910641675918708,0.075756562765,0.0015,0.00125,0.99725,0.0
2024-04-11,0.2710344648649311,0.25848125893051976,0.382501730597612,0.07564042242608837,0.00225,0.002,0.99575,0.0
2024-04-10,0.2840264816269503,0.2523642912407698,0.37633217346827397,0.07536361277667197,0.007,0.00125,0.99175,0.0
2024-04-09,0.28553686253332594,0.25207316348899106,0.37539721057249265,0.07547356615441657,0.00775,0.00075,0.9915,0.0
2024-04-08,0.2863706213596852,0.26390242817737053,0.3633339266227666,0.07529397982345573,0.01375,0.00175,0.9845,0.0
2024-04-07,0.2878916708817273,0.2607832377978227,0.36456492304219124,0.07600889576878585,0.01675,0.00175,0.9815,0.0
2024-04-06,0.29920405442533327,0.26263641505249513,0.35178147620046746,0.07603356542332695,0.2355,0.00125,0.76325,0.0
2024-04-05,0.2875053964848282,0.264820586869885,0.3620686134240187,0.07569579063678854,0.01325,0.0015,0.98525,0.0
2024-04-04,0.29823212802360666,0.25439218535328567,0.36240669033961537,0.07548408206946054,0.06325,0.00025,0.9365,0.0
2024-04-03,0.298572061201081,0.25443977835560394,0.36252420147342285,0.07539501568689634,0.0605,0.00025,0.93925,0.0
